customer_ID,total_gaps,expected_months,actual_months,completeness_pct
0005a6ae24fd274640a237ea56c43b1ef9e32077ad168a90d464dcf2bd5976fb,1,13,12,92.3076923076923
0021fda1616bd44277fc444066dccfc5078d7625427e69845be6b212317a4556,1,13,12,92.3076923076923
00225149c16c9a4c37a3e97ee0358ff482e588423afed1a79b0304221ee5e8fe,7,13,6,46.15384615384615
0022c2a2417deff2632c5f26a23154ab2b5dbe3c98bf73467aeffd63b9eb66ba,1,13,12,92.3076923076923
002d50aff000239afe145df23b63a4d178fc084a52b349803d3d851e7173db33,4,12,8,66.66666666666666
002d86c8c1bbb7b72fa6d8684dfcf2bfbeb215597e7dcc37abc9edee6703bf95,1,13,12,92.3076923076923
0033a54b7a8bf7499a55c2bc198ec5a7879e7395ef2e7e468762de63fd2c063a,2,13,11,84.61538461538461
004aa5d34c12217932cad434e29db7a38d1fa7699c51631c0321f2a70603185f,2,11,9,81.81818181818183
0059b48cd663ab07d50d5429ac50905808488acb525da68a2805ac06e58a2cc7,4,13,9,69.23076923076923
005a2e7cd01996dea4a8960dde3af678df1c0d70d6eb3bb35b6a70d6993f6a79,1,12,11,91.66666666666666
005ac6e5eadd997c328b820c8705f55febdb5cba28cb5fbfa20d998703891d1a,2,13,11,84.61538461538461
00665e2c072057a23c73400c056fe049c5b0b7b506670202d2e0c305ea703911,1,12,11,91.66666666666666
006eb6da6b2706d7ee25eb128ee9dcf40706d1b13f0b0f013c3fa0828caae877,1,7,6,85.71428571428571
006f9a9b28ef9c45e0c8eaf9ec43b6f5ab34083c90a4ee53cac99829f2218d0b,2,13,11,84.61538461538461
007659a996e93ba05f0f598159bfb550ba703a33a1e22847b58a1fdc2d55b030,8,13,5,38.46153846153847
007a41eb8cae8cd87f72432c844f8c58dd45f9285e0cb64a9ce01527ba806a4b,1,12,11,91.66666666666666
007ac7fe2c4ae5af522ec2d614375bf80aa85b0e283f1f730c702393b0485110,2,13,11,84.61538461538461
00877e914704a49726d502738b529c13f40b71e0f9994e7a2c22673b48eabe44,1,10,9,90.0
00878e215537dd18824b3fbd98f026cb6b23769d6f3906182d5fb686b9fccf20,1,12,11,91.66666666666666
008a957e926d56f5b53a89f2e8c58f5e1e3d77f3c9582306832e3b22f777ed7a,1,13,12,92.3076923076923
008d3f9c5cb7d65e0e31f081da9b313f0655503616de8591e4345f79af405abf,2,13,11,84.61538461538461
0090552d223851322f2c09fcaa42bc191c95a2b5ffdced8711df93fdeca2a8fe,1,13,12,92.3076923076923
00a0eaae3c49afa5efd5961fcd77833b14a11caca648ee16d49767e3c2aa2ea4,4,13,9,69.23076923076923
00a12858a64cb475d33baf7fd83c4781ac05b97a53bc97f436cd2862c180ad7a,1,13,12,92.3076923076923
00a8684819e5d77b752d519f529a55c1cd9657d95662119ca30cf37383aa88a4,5,13,8,61.53846153846154
00a8973674d9d34f314f6b4d2b8319bf83579f1d6156b17184a42b4cefd04116,1,13,12,92.3076923076923
00a8b023769f338b3d7da3b71836f480badf506a93f6394a5f30444d3c57e10f,1,3,2,66.66666666666666
00a99bc68bc95a91b32108ea6f045178ac2b1fe537d7730d79452cc719f1fa66,1,11,10,90.9090909090909
00ab9b8223005eb069cb417581930563224b05442a26a79a4d999f9bf468d5ad,7,13,6,46.15384615384615
00b0accf247afbc1f4d34d20b7ea1a856a120f235b43a8d931ae94bc95fb9157,1,13,12,92.3076923076923
00c01befd8f456f1963dd8250e5827525a47ad210a91b166c7d8b0cf96cfce47,3,5,2,40.0
00c02328a172d6e49192aa073c953d1d4c6bbab9cb014c003fc25474e15e0eb4,3,13,10,76.92307692307693
00d877b3a59a232b7553ade8a7c163b4e8dfbaabe4806b2733050bc381ae3b00,5,13,8,61.53846153846154
00ebcd8234a97b118954c98de9bb29f632af664e164ed3a618ec3364874ec7a4,3,12,9,75.0
00edf5735b8202795891bcd5f5891901dc754fec2115aa899998a3112b096be9,4,13,9,69.23076923076923
00ee2906752930af5d0c125c2c85cf4ce62be731c7f408f21091823d9ebde840,1,13,12,92.3076923076923
00efc117e15339fe2b37704313424def88e9d7e5a1626fd459dd3227db35b222,1,13,12,92.3076923076923
00f77bbf263a1c9a7ad7ab1faec67ebc88e8320a6570b32c5f866ff098091445,1,13,12,92.3076923076923
00ff107bb3887982a4772bdec24b0abf936524c0dd9c46a4249df9ab3301bd53,1,6,5,83.33333333333334
010515e5264cfe1cc72dd68192f54ebd857e9754dfa50184fd53d874cd08865c,4,13,9,69.23076923076923
010af77624d52d4d8250866d050458fdcb9297f769f84d217f4357521f6b1715,1,13,12,92.3076923076923
01101064d645621ebc4499a6eec1d788be588187988359d1137e9021c7cd99d7,1,13,12,92.3076923076923
0115601d976c3676e686b32183fc3fd5057dc037346ca3cd8c631e749df9c1b4,4,13,9,69.23076923076923
0118013c20f942d94855403c3891eddb5f78204689af0e044d9d791a96ed4948,6,13,7,53.84615384615385
011d73bc1432158047d35671e1019b49826eb56408f8ead46ded583529fee043,1,4,3,75.0
012185b2ed4795638c3f03c4e179bed65723032dc45f39dfccec38b63344240b,1,13,12,92.3076923076923
0126e6228d87af6ba91cbafd51bd2746c41dbe8fd96cfdf2f82d9a64ab8b924f,1,13,12,92.3076923076923
01367b96b64fd353cefae8d12a6c6e2f7fceabd997812e092598a905e5bed33a,3,13,10,76.92307692307693
0137550ad7757829aa9f800451ca3f13a7d0fdf65d1d08bd64b104950ad47ddf,1,13,12,92.3076923076923
013d7ef169aa5c85ffd32d5abc6708c791c1ce29d9b9b3b67f335fd08c49af46,1,13,12,92.3076923076923
013f73da7246b422095b305ac369d57ed7d6e5daa6dc0ab53f978da9031afc6f,2,5,3,60.0
0143739d84edbe9ffbb78a42615943f3610e972583b754eda2db4f24e1546668,2,13,11,84.61538461538461
014e78be052f9d6885631079e2fcc48e1d9fd9ef766ce992b66c1c63c34a2720,4,13,9,69.23076923076923
0150253a6e73af36f300391a3cc5cc78035517b74758bce695c4c3c1c2251df6,1,13,12,92.3076923076923
015680a7c6299be196e294738e422f4419dcf9d949b18da68469ee14f6d8c544,4,13,9,69.23076923076923
0156f02c5df3d3e7b1f45df730e6fb33a89c56abb7f0eafe5cd49462da29e527,1,13,12,92.3076923076923
0157518735a805f3e35363cddfdc9b1aa13995d6b4f0a71228c38d98a58653f7,1,12,11,91.66666666666666
01591056470c860cf3d584764b53f241980bdb4d99362b2c7b86515508c377f8,1,13,12,92.3076923076923
01636d5cbd63ef85bc93dfe7b8cc9398baa51e392dbe78a860e004ae89e700c5,7,13,6,46.15384615384615
0166927f67841858bc296dfdb801a43765cdfcf7b3e2c5301b6e3b35d026e576,5,13,8,61.53846153846154
016e2082476a11f4349166159d32b29d75ed2fd944c03eac6dbf10658ac3cf2b,2,13,11,84.61538461538461
01733d92b28dbcbfb15fc1fde0258dee42bb0335bb0c219f0663bb59c755dbf8,1,13,12,92.3076923076923
01762ca77efe83253247df206815f2878ee57b8a26a1227e0c516c7fa3726c76,5,13,8,61.53846153846154
017ae2404161a8a577f8bbcf506228956878f673480b1e91d9c03783d2829795,1,13,12,92.3076923076923
017ef862bab438d8f2330f1ba929b200611da72011b741458db6e5f17cbd4a76,4,13,9,69.23076923076923
0186f531dab9b82882cd35c10487dce82f0caef986d3447b6841a8112278ca5a,1,13,12,92.3076923076923
018d8c66ec9601bdb2594e7f38d13872c3cc6dde76eb1edadae84a42d1a1af77,1,13,12,92.3076923076923
019da80a23d59400dc06791dacf75e517bf2aa5c0a183c314fcb4fdfd14af16c,3,13,10,76.92307692307693
01a1930e47df711699a56b09c2541b91d1d0b9587175732e60014b996c0584fc,3,13,10,76.92307692307693
01a6588e7e26b9d42810ca7e0f8212219dd050c81265ad41726b5b81ad23ff67,1,13,12,92.3076923076923
01af1f057bf80903ce18631298f3f9528ec6983efe5722c1cb4cb9a567de5e70,1,13,12,92.3076923076923
01b6cc8d71af95d2e51d5be017115e40c68aabd85d62bd4778e16020ff36fe34,1,12,11,91.66666666666666
01bb91c1ba891108cc376dd81086413bec033fd6dfcda6a2b8f63eca7affc522,1,11,10,90.9090909090909
01c094e1d16030c4bde5eb67ae6b60d08d73c8742c0898b35655174282248a44,1,13,12,92.3076923076923
01c7f1c6efd248dd6093060f88d4a91ef7f519e924199b3b3b40694104a3261c,1,13,12,92.3076923076923
01c9c548ecbde0722a2bce5b78a6f7339162440406c6be5b4473cdb125816fd6,4,13,9,69.23076923076923
01cc156916eddbbaa70a780c3f7d8143d1027c03097675a223a5b20545e45cff,1,13,12,92.3076923076923
01cd64d3458dccf6cc240b4387b5cb8267260a15bc0197db120916fe7f1d4cae,1,13,12,92.3076923076923
01ced1ac3b79639a00b78ec1b41ad66512964fd649c9fda865b12c5f7ec498b1,1,13,12,92.3076923076923
01d7f2dec0f72c571d0c799bd33efb3fce1c6e136ca056193da2e92c4dae16e3,1,13,12,92.3076923076923
01d80f1d6f07abb6042652d93b5e7b0807532f0c15fc89ec79974d493676196c,7,13,6,46.15384615384615
01dd60ef1a4f4261ed961d2e3cfbcee2663b9cec00e431bd5da1d6353cd594fe,1,13,12,92.3076923076923
01e6c8a393e7a9827cc85061557225e286b15b2616f8e1006c4304b2658e259a,2,13,11,84.61538461538461
01e8c5799443305591fbe4d3234b78fad1bdbfee0cc64a4e19d79306867bcd64,1,12,11,91.66666666666666
01f665fbbe5a53d0534e48bd086aab4da810840f3b47e6d9f988896ba3e9bd37,1,13,12,92.3076923076923
0205a66900a8f6c578fe910b60c345c2ac6dd6d7d830f176559d9446a3bbaa01,1,13,12,92.3076923076923
020732779f773c656d1b7b79d02a12216b5d16562206a40f40b43318746b10ea,4,13,9,69.23076923076923
02094db39fd939741345f0b303d9e30649dd03e32b7e5ccb0ee2c4a77ada8391,1,12,11,91.66666666666666
020b595d87c91f0966494693dd9dfb8e2855116c9bb8a7c2fcfc052f51eb973d,5,11,6,54.54545454545454
020b7dab1bff0f9cea80c2f2587174fcafb6722cefa15e36ebd4426bb58b0680,1,13,12,92.3076923076923
0211fff4829fddad8e6478d0dae1befed0e84659ee54771d65d05fa7d971d45b,1,13,12,92.3076923076923
0212fc083662b4af37f1199fc3c0351812f9f8c419651d9ce3ea414e79235548,9,13,4,30.76923076923077
021b38f0e8eb8f6ce0264fa3c3140ff0127c081dc5555d6f4cd590114fcd24ce,1,13,12,92.3076923076923
021d5b74abbce4b18bdfa2f941a76fd1b9c4feeb1553df275c3d06281972e76c,1,13,12,92.3076923076923
021e6951d8791340917072ee2ca481de1aadf995f6d8ffec3d91042389f023fe,1,4,3,75.0
02262c2576a621a6bb026e88216bd03201495dd958ee6471d44a3cebd922aabc,4,13,9,69.23076923076923
022763f20890db61a7c0cb776395da083afb633ac1093fa6226420c9d1628e75,2,12,10,83.33333333333334
022a4122a46c1b3f30148b156a6af1b54e9ee957fb95513ddebc60ce9a2aba1a,6,13,7,53.84615384615385
0231e47048b298b8ddd6cdb6a1cd00ad0665795ecad0bf86fdd53e9c05e0f54b,1,13,12,92.3076923076923
023785109e43a2b3aeaac5ba742f5a2aee277af00630818bf08995e3b05edd06,4,13,9,69.23076923076923
023ca33b3d36b52bd9fa813e52cdfad19d6e5a543df7bc47779a4651f676dd73,1,12,11,91.66666666666666
0246a9eefe65d23331ca7e144c58b9d65ee730bf03cbaf5aa0443dc72e652dc7,1,4,3,75.0
